0.379194,4473,775
0.375804,4463,775
0.350766,4483,775
0.344739,4453,775
0.306203,4493,775
0.304218,4443,775
0.284148,4343,775
0.279134,4333,775
0.275224,4353,775
0.268583,4463,785
0.268579,4473,785
0.267241,4433,775
0.260936,4323,775
0.257862,4503,775
0.257378,4363,775
0.256783,4453,785
0.255403,4483,785
0.240437,4423,775
0.239113,4443,785
0.237805,4373,775
0.233931,4493,785
0.233355,4313,775
0.22441,4413,775
0.221478,4383,775
0.220749,4433,785
0.218302,4403,775
0.216285,4513,775
0.215785,4343,785
0.21321,4353,785
0.211918,4333,785
0.210994,4393,775
0.207173,4463,795
0.206557,4503,785
0.205923,4363,785
0.205859,4473,795
0.205648,4423,785
0.20271,4303,775
0.20256,4453,795
0.200533,4323,785
0.199818,4483,795
0.196823,4373,785
0.195599,4413,785
0.194448,4443,795
0.191739,4393,785
0.191053,4403,785
0.188527,4383,785
0.185781,4523,775
0.185559,4493,795
0.18531,4433,795
0.184403,4313,785
0.182202,4513,785
0.176441,4423,795
0.173409,4293,775
0.172842,4353,795
0.172483,4343,795
0.171507,4503,795
0.17055,4413,795
0.169897,4363,795
0.169558,4383,795
0.168517,4333,795
0.168063,4473,805
0.167989,4463,805
0.167545,4403,795
0.167527,4393,795
0.16637,4453,805
0.165904,4373,795
0.165499,4303,785
0.164842,4533,775
0.163742,4483,805
0.162323,4523,785
0.161795,4443,805
0.160538,4323,795
0.157758,4433,805
0.156255,4513,795
0.154569,4493,805
0.153066,4423,805
0.149783,4313,795
0.149629,4413,805
0.148495,4373,805
0.147462,4283,775
0.147436,4403,805
0.147273,4383,805
0.147032,4533,785
0.146611,4393,805
0.145917,4293,785
0.145119,4503,805
0.144105,4353,805
0.143395,4363,805
0.14296,4463,815
0.142697,4343,805
0.142071,4523,795
0.141774,4473,815
0.140219,4453,815
0.139243,4333,805
0.13843,4443,815
0.137732,4303,795
0.136727,4483,815
0.136392,4433,815
0.135642,4513,805
0.134173,4423,815
0.132786,4323,805
0.132704,4543,775
0.132023,4413,815
0.131452,4493,815
0.13042,4403,815
0.130343,4533,795
0.129639,4393,815
0.129554,4373,815
0.1293,4363,815
0.129157,4383,815
0.127743,4283,785
0.126222,4523,805
0.125648,4273,775
0.125228,4313,805
0.125228,4503,815
0.124546,4293,795
0.12444,5063,775
0.124179,5053,775
0.123156,5043,775
0.123109,4453,825
0.122942,5073,775
0.122794,4463,825
0.122761,4353,815
0.121133,5033,775
0.121132,4543,795
0.120939,4553,775
0.120769,4343,815
0.120629,4443,825
0.120507,4543,785
0.120265,4473,825
0.119318,4433,825
0.118986,4683,775
0.118886,5023,775
0.118727,4423,825
0.118672,4513,815
0.118272,5083,775
0.118238,4693,775
0.117791,4483,825
0.11752,4333,815
0.117159,4413,825
0.117033,4673,775
0.116932,4303,805
0.116706,4533,805
0.11642,5013,775
0.115978,4403,825
0.115069,4393,825
0.114746,4383,825
0.114492,4493,825
0.114274,4703,775
0.114239,4373,825
0.114098,5093,775
0.113914,5003,775
0.113306,4363,825
0.112988,4323,815
0.112173,4563,775
0.112118,4523,815
0.111998,4273,785
0.111917,4663,775
0.11146,4283,795
0.111428,4993,775
0.111365,5053,785
0.111334,5043,785
0.111229,5103,775
0.110891,4553,785
0.110244,4503,825
0.110208,5063,785
0.109442,4983,775
0.109307,5033,785
0.109248,4543,805
0.108461,4973,775
0.108422,4453,835
0.108291,4443,835
0.107899,5023,785
0.107716,4713,775
0.107695,4263,775
0.107674,5073,785
0.107533,4293,805
0.107262,4313,815
0.106738,4463,835
0.106462,5113,775
0.106264,4353,825
0.106229,4433,835
0.10616,5013,785
0.106128,4653,775
0.105899,4573,775
0.105621,4533,815
0.10553,4473,835
0.105375,5083,785
0.10527,4513,825
0.105176,4423,835
0.104816,4963,775
0.104462,5093,785
0.104369,4343,825
0.104327,5003,785
0.104159,4403,835
0.104108,4413,835
0.10401,4483,835
0.10344,4563,785
0.103308,4393,835
0.102674,4993,785
0.102492,4383,835
0.101925,5123,775
0.101887,4333,825
0.101579,4953,775
0.101537,4583,775
0.101533,4643,775
0.10146,4493,835
0.101453,4373,835
0.101228,4553,795
0.101105,4303,815
0.101009,5103,785
0.100606,5043,795
0.100592,5053,795
0.100526,4523,825
0.100408,5033,795
0.100217,4683,785
0.100212,4363,835
0.0998444,4723,775
0.0998239,4983,785
0.0997357,4273,795
0.0994656,4673,785
0.099403,4543,815
0.0990133,5023,795
0.0989274,5073,795
0.0988829,4693,785
0.0988632,5063,795
0.0986659,4353,835
0.0984737,4503,835
0.0983647,4593,775
0.0983318,4283,805
0.09833,4943,775
0.0982332,4633,775
0.097975,5113,785
0.0979419,4323,825
0.0978937,5013,795
0.0977439,4263,785
0.0977228,4573,785
0.0975429,4973,785
0.0973076,5083,795
0.0972474,4443,845
0.0969842,4433,845
0.0967923,4663,785
0.0963802,5093,795
0.0963473,4623,775
0.096276,4603,775
