1.49256,1744,1172
1.49218,1734,1172
0.915992,1754,1172
0.914834,1724,1172
0.659863,1744,1182
0.659461,1734,1182
0.548552,1764,1172
0.546554,1714,1172
0.536903,1754,1182
0.535678,1724,1182
0.41388,1254,1562
0.411184,1244,1562
0.409675,1264,1562
0.404512,1764,1182
0.404018,1234,1562
0.402408,1714,1182
0.397657,1744,1192
0.397241,1734,1192
0.396469,1274,1562
0.393605,1224,1562
0.379797,1214,1562
0.374305,1284,1562
0.370103,1774,1172
0.367156,1704,1172
0.362049,1204,1562
0.359376,1754,1192
0.35811,1724,1192
0.345748,1294,1562
0.340503,1194,1562
0.340367,1254,1552
0.340081,1244,1552
0.336039,1234,1552
0.335964,1264,1552
0.328898,1224,1552
0.326218,1274,1552
0.318904,1214,1552
0.316346,1184,1562
0.314553,1304,1562
0.31136,1284,1552
0.310774,1774,1182
0.307695,1704,1182
0.306666,1764,1192
0.306161,1204,1552
0.304503,1714,1192
0.292633,1294,1552
0.291365,1174,1562
0.291003,1194,1552
0.288712,1244,1542
0.288195,1254,1542
0.286337,1234,1542
0.284413,1264,1542
0.284012,1314,1562
0.283549,1744,1202
0.283126,1734,1202
0.281425,1224,1542
0.278884,1784,1172
0.277197,1274,1542
0.274825,1694,1172
0.274239,1214,1542
0.274147,1184,1552
0.271863,1304,1552
0.268522,1754,1202
0.267252,1164,1562
0.267238,1724,1202
0.266784,1284,1542
0.26502,1204,1542
0.259194,1774,1192
0.256563,1174,1552
0.256162,1324,1562
0.256049,1704,1192
0.255474,1934,1172
0.2541,1194,1542
0.253864,1294,1542
0.252362,1924,1172
0.251105,1784,1182
0.250829,1314,1552
0.250573,1244,1532
0.249847,1254,1532
0.249123,1234,1532
0.246909,1694,1182
0.246796,1264,1532
0.245695,1224,1532
0.245175,1154,1562
0.244873,1764,1202
0.244059,1944,1172
0.242688,1714,1202
0.241964,1184,1542
0.241408,1274,1532
0.240496,1214,1532
0.239419,1304,1542
0.239223,1164,1552
0.236523,1914,1172
0.23388,1284,1532
0.233749,1204,1532
0.231855,1334,1562
0.230851,1324,1552
0.229203,1174,1542
0.228208,1794,1172
0.225732,1194,1532
0.225716,1144,1562
0.224634,1294,1532
0.224463,1314,1542
0.224284,1954,1172
0.223788,1744,1212
0.223364,1734,1212
0.222969,1784,1192
0.22289,1154,1552
0.222813,1684,1172
0.221565,1244,1522
0.220849,1254,1522
0.220646,1234,1522
0.220131,1774,1202
0.218721,1694,1192
0.218442,1264,1522
0.218208,1224,1522
0.216972,1704,1202
0.216972,1754,1212
0.216787,1184,1532
0.216417,1164,1542
0.215688,1724,1212
0.215657,1904,1172
0.214399,1214,1522
0.214377,1274,1522
0.214242,1304,1532
0.213451,1794,1182
0.212685,1334,1552
0.211171,1344,1562
0.209837,1324,1542
0.209395,1204,1522
0.209004,1134,1562
0.208808,1284,1522
0.20804,1144,1552
0.207941,1684,1182
0.207304,1174,1532
0.205848,1934,1182
0.20527,1764,1212
0.204507,1924,1182
0.204112,1154,1542
0.203725,1964,1172
0.203409,1194,1522
0.203316,1314,1532
0.203091,1714,1212
0.202007,1294,1522
0.200988,1944,1182
0.199033,1244,1512
0.198561,1784,1202
0.198428,1234,1512
0.198402,1254,1512
0.198182,1804,1172
0.197677,1164,1532
0.197516,1914,1182
0.197064,1794,1192
0.196689,1184,1522
0.196657,1224,1512
0.196632,1344,1552
0.196517,1264,1512
0.196221,1894,1172
0.196113,1334,1542
0.194902,1124,1562
0.194889,1134,1552
0.194332,1304,1522
0.194326,1694,1202
0.193822,1214,1512
0.1938,1354,1562
0.193419,1274,1512
0.192649,1144,1542
0.192399,1324,1532
0.19184,1954,1182
0.191773,1774,1212
0.191545,1684,1192
0.191144,1674,1172
0.190055,1204,1512
0.189505,1174,1522
0.189332,1804,1182
0.189223,1284,1512
0.18864,1704,1212
0.188502,1744,1222
0.188252,1154,1532
0.188082,1734,1222
0.187436,1904,1182
0.18648,1974,1172
0.186169,1314,1522
0.185515,1194,1512
0.185127,1754,1222
0.184114,1294,1512
0.183959,394,1562
0.183856,1724,1222
0.183609,1344,1542
0.183464,1124,1552
0.183142,1114,1562
0.182861,394,1552
0.182694,1354,1552
0.182246,1674,1182
0.182237,1134,1542
0.182127,1164,1522
0.181905,1334,1532
0.181421,1794,1202
0.181267,394,1542
0.181247,1964,1182
0.181208,1244,1502
0.180908,1884,1172
0.180793,1234,1502
0.180681,1254,1502
0.180381,1184,1512
0.179734,1814,1172
0.179476,1224,1502
0.179298,1144,1532
0.179288,1364,1562
0.179206,1264,1502
0.179111,394,1532
0.178995,1804,1192
0.178904,1764,1222
0.178829,1784,1212
0.178326,1304,1512
0.177878,1324,1522
0.177864,1934,1192
0.177329,1214,1502
0.177181,1924,1192
0.177011,1894,1182
0.176823,1274,1502
0.176753,1714,1222
0.176372,394,1522
0.175971,1684,1202
0.175555,1944,1192
0.174848,1174,1512
0.174801,1154,1522
0.174656,1694,1212
0.17445,1204,1502
0.173731,1814,1182
0.17372,1914,1192
0.173672,1114,1552
0.173616,1284,1502
0.173521,1984,1172
0.173417,1104,1562
0.173111,404,1562
0.173074,394,1512
0.172964,1124,1542
0.172441,1354,1542
0.172113,1314,1512
0.172103,1344,1532
0.171986,1674,1192
0.171764,404,1552
0.17137,1974,1182
0.171215,1774,1222
0.170993,1134,1532
0.170961,1954,1192
0.170953,1194,1502
0.170713,1364,1552
0.170646,1664,1172
0.170066,404,1542
0.170031,1874,1172
0.169952,2074,1172
0.169755,1334,1522
0.169713,1294,1502
0.169278,394,1502
0.169107,1164,1512
0.168484,1904,1192
0.168478,1804,1202
0.168419,1824,1172
0.168134,1704,1222
0.168007,1884,1182
0.16797,404,1532
0.167724,1144,1522
0.167652,1794,1212
0.167172,1374,1562
0.166972,1184,1502
0.166883,1244,1492
0.166586,1814,1192
0.166582,1234,1492
0.166456,1254,1492
0.165837,1744,1232
0.16572,1324,1512
0.165579,1224,1492
0.165458,404,1522
0.165426,1094,1562
0.165423,1734,1232
0.165364,1104,1552
0.165303,1264,1492
0.165274,1304,1502
0.165265,1964,1192
0.165079,394,1492
0.165071,2064,1172
0.164825,1114,1542
0.164725,1664,1182
0.164452,1994,1172
0.164092,1754,1232
0.163972,414,1562
0.163924,1214,1492
0.163771,1824,1182
0.163454,1274,1492
0.163437,1124,1532
0.163334,1154,1512
0.16331,1784,1222
0.163259,1984,1182
0.163137,1354,1532
0.163096,1864,1172
0.162843,1724,1232
0.162723,1894,1192
0.162646,1174,1502
0.162595,1364,1542
0.162543,404,1512
0.16246,414,1552
0.162325,1684,1212
0.162013,1344,1522
0.161952,1834,1172
0.161687,1204,1492
0.161632,1674,1202
0.16118,1874,1182
0.161045,1134,1522
0.160974,1284,1492
0.160703,414,1542
0.160617,1764,1232
0.160584,394,1482
0.160498,2054,1172
0.160473,1314,1502
0.160466,1374,1552
0.160417,1934,1202
0.16001,1924,1202
0.159945,2074,1182
0.159571,1854,1172
0.15956,1974,1192
0.159361,1334,1512
0.159266,1944,1202
0.159264,404,1502
0.15923,1694,1222
0.159171,1844,1172
0.159039,1814,1202
0.158953,1194,1492
0.158889,1084,1562
0.158664,414,1532
0.158615,1804,1212
0.158566,2004,1172
0.158508,1714,1232
0.158364,1094,1552
0.158285,1824,1192
0.158141,1914,1202
0.158115,1164,1502
0.157953,1294,1492
0.157808,1834,1182
0.157805,1664,1192
0.157756,1104,1542
0.157679,1144,1512
0.15745,1884,1192
0.157181,1994,1182
0.157033,1384,1562
0.156903,2044,1172
0.156849,1954,1202
0.156789,2064,1182
0.156733,1654,1172
0.15672,1864,1182
0.156664,1114,1532
0.156329,414,1522
0.1562,424,1562
0.156082,1774,1232
0.15603,1794,1222
0.155905,394,1472
0.15582,1184,1492
0.155683,404,1492
0.15548,1324,1502
0.155263,1904,1202
0.155247,2014,1172
0.155212,1244,1482
0.155059,1364,1532
0.15498,1234,1482
0.154919,1844,1182
0.154876,1254,1482
0.154855,1124,1522
0.15479,1354,1522
0.154674,2034,1172
0.154623,1854,1182
0.154577,424,1552
0.154565,1984,1192
0.154503,1304,1492
0.154196,1224,1482
0.154049,2024,1172
0.153986,1374,1542
0.153973,1264,1482
0.153832,2054,1182
0.153705,1964,1202
0.153704,414,1512
0.153558,1074,1562
0.153509,1154,1502
0.153299,1874,1192
0.153199,1344,1512
0.153073,1704,1232
0.153069,1834,1192
0.153033,2004,1182
0.152966,2074,1192
0.152895,1214,1482
0.152786,424,1542
0.152531,1274,1482
0.152493,1084,1552
0.152414,1824,1202
